Instituição;Cod.IBGE;UF;População;Indicador_1;Nota_1;Indicador_2;Nota_2;Indicador_3;Nota_3;Classificação da CAPAG
Prefeitura Municipal de Cafelândia - SP;3508801;SP;17689;0,311868213;A;0,992736302;C;21,55168489;C;C
Prefeitura Municipal de Cafezal do Sul - PR;4103479;PR;4080;0,092499869;A;0,928877801;B;0,470144449;A;B
Prefeitura Municipal de Caiabu - SP;3508900;SP;4190;0,305487566;A;0,948064078;B;0,540012562;A;B
Prefeitura Municipal de Caiana - MG;3110103;MG;5450;0,005056101;A;1,012423456;C;-0,467511565;C;C
Prefeitura Municipal de Caiapônia - GO;5204409;GO;18715;0,00416507;A;1,006508486;C;;n.d.;n.d.
Prefeitura Municipal de Caibaté - RS;4303301;RS;4856;0,022504528;A;0,812900889;A;0,461769261;A;A
Prefeitura Municipal de Caibi - SC;4203105;SC;6167;;n.d.;0,974383568;C;0,007542985;A;n.d.
Prefeitura Municipal de Caiçara - PB;2503605;PB;7292;0,669469117;B;;n.d.;1,058065649;C;n.d.
Prefeitura Municipal de Caiçara - RS;4303400;RS;4788;0,094559436;A;;n.d.;0,500412885;A;n.d.
Prefeitura Municipal de Caiçara do Norte - RN;2401859;RN;6537;0,043410515;A;1,424810186;C;4,63945E-07;A;C
Prefeitura Municipal de Caiçara do Rio do Vento - RN;2401909;RN;3652;0,173842511;A;1,013820708;C;0,413095917;A;C
Prefeitura Municipal de Caicó - RN;2402006;RN;67554;0,127378651;A;1,00839193;C;-0,527544421;C;C
Prefeitura Municipal de Caieiras - SP;3509007;SP;100129;0,032635526;A;0,937372882;B;0,765920225;A;B
Prefeitura Municipal de Cairu - BA;2905404;BA;17913;0,098342258;A;0,977995194;C;1,420327002;C;C
Prefeitura Municipal de Caiuá - SP;3509106;SP;5800;0,74815352;B;0,921308448;B;3,032888119;C;C
Prefeitura Municipal de Cajamar - SP;3509205;SP;75638;0,333058292;A;0,781569336;A;0,279014546;A;A
Prefeitura Municipal de Cajapió - MA;2102408;MA;11136;0,449529744;A;0,905324266;B;0,171179297;A;B
Prefeitura Municipal de Cajari - MA;2102507;MA;19307;0,026881003;A;0,887880985;A;0,630734003;A;A
Prefeitura Municipal de Cajati - SP;3509254;SP;28605;0,014245276;A;0,929723948;B;0,162182421;A;B
Prefeitura Municipal de Cajazeiras - PB;2503704;PB;61776;0,282835408;A;1,039056895;C;-0,56119089;C;C
Prefeitura Municipal de Cajazeiras do Piauí - PI;2202075;PI;3544;0,036681531;A;0,920721959;B;32,40392641;C;C
Prefeitura Municipal de Cajazeirinhas - PB;2503753;PB;3181;0,079110086;A;0,911954354;B;0,114643592;A;B
Prefeitura Municipal de Cajobi - SP;3509304;SP;10486;0,324417333;A;0,94219893;B;4,116314604;C;C
Prefeitura Municipal de Cajueiro - AL;2701308;AL;21194;0,122620547;A;0,988281362;C;1,107324278;C;C
Prefeitura Municipal de Cajueiro da Praia - PI;2202083;PI;7608;0,016149324;A;0,92565476;B;1,824986516;C;C
Prefeitura Municipal de Cajuri - MG;3110202;MG;4002;0,000352566;A;0,972712286;C;0,426880296;A;C
Prefeitura Municipal de Cajuru - SP;3509403;SP;25935;0,121075644;A;0,91736347;B;1,151982934;C;C
Prefeitura Municipal de Calçado - PE;2603306;PE;11089;;n.d.;0,918492118;B;3,488551482;C;n.d.
Prefeitura Municipal de Calçoene - AP;1600204;AP;;;n.d.;;n.d.;;n.d.;n.d.
Prefeitura Municipal de Caldas - MG;3110301;MG;14417;0,132465136;A;0,936534398;B;-1,39783297;C;C
Prefeitura Municipal de Caldas Brandão - PB;2503803;PB;5982;0,355946565;A;0,817855712;A;0,926559249;A;A
Prefeitura Municipal de Caldas Novas - GO;5204508;GO;89087;0,396601959;A;0,957782669;C;24,17077823;C;C
Prefeitura Municipal de Caldazinha - GO;5204557;GO;3759;0,038953823;A;0,916565868;B;0,96174335;A;B
Prefeitura Municipal de Caldeirão Grande - BA;2905503;BA;13260;0,316007213;A;1,108139224;C;11,21212094;C;C
Prefeitura Municipal de Caldeirão Grande do Piauí - PI;2202091;PI;5770;;n.d.;0,995866065;C;3,91265239;C;n.d.
Prefeitura Municipal de Califórnia - PR;4103503;PR;8533;0,16478795;A;0,898806092;A;0,011053344;A;A
Prefeitura Municipal de Calmon - SC;4203154;SC;3357;0,190902972;A;0,935740941;B;-0,474704461;C;C
Prefeitura Municipal de Calumbi - PE;2603405;PE;5753;;n.d.;15,58310153;C;1,241759782;C;n.d.
Prefeitura Municipal de Camacan - BA;2905602;BA;31968;0,548048154;A;0,994409981;C;4,5595099;C;C
Prefeitura Municipal de Camaçari - BA;2905701;BA;293723;0,48127254;A;0,894806253;A;0,503069042;A;A
Prefeitura Municipal de Camacho - MG;3110400;MG;2934;0,051988772;A;0,900885591;B;0,453453589;A;B
Prefeitura Municipal de Camalaú - PB;2503902;PB;5994;;n.d.;0,945213047;B;-0,219298561;C;n.d.
Prefeitura Municipal de Camamu - BA;2905800;BA;35248;0,604458039;B;0,956697204;C;2,463375612;C;C
Prefeitura Municipal de Camanducaia - MG;3110509;MG;21738;0,029231002;A;0,897609288;A;0,06366997;A;A
Prefeitura Municipal de Camapuã - MS;5002605;MS;13727;0,133539749;A;0,894933686;A;0,090844407;A;A
Prefeitura Municipal de Camaquã - RS;4303509;RS;66034;0,058632067;A;0,893523831;A;1,003888855;C;C
Prefeitura Municipal de Camaragibe - PE;2603454;PE;156736;0,236534435;A;0,865437288;A;6,006893602;C;C
Prefeitura Municipal de Camargo - RS;4303558;RS;2724;0,070969707;A;0,943026524;B;0,067716265;A;B
Prefeitura Municipal de Cambará - PR;4103602;PR;25252;0,172896926;A;0,893667493;A;0,00517157;A;A
Prefeitura Municipal de Cambará do Sul - RS;4303608;RS;6456;0,467016639;A;0,852361962;A;1,606482886;C;C
Prefeitura Municipal de Cambé - PR;4103701;PR;105704;0,164781781;A;0,906139939;B;0,48469995;A;B
Prefeitura Municipal de Cambira - PR;4103800;PR;7813;0,152309283;A;0,973912326;C;2,6666905;C;C
Prefeitura Municipal de Camboriú - SC;4203204;SC;80834;0,042069054;A;0,853188172;A;0,032361426;A;A
Prefeitura Municipal de Cambuci - RJ;3300902;RJ;15496;0,237409283;A;0,876829331;A;-0,116117342;C;C
Prefeitura Municipal de Cambuí - MG;3110608;MG;29278;0,039465632;A;0,894720227;A;0,057338076;A;A
Prefeitura Municipal de Cambuquira - MG;3110707;MG;12816;0,210040784;A;0,976604832;C;0,771717758;A;C
Prefeitura Municipal de Cametá - PA;1502103;PA;136390;0,000707143;A;;n.d.;0,146553965;A;n.d.
Prefeitura Municipal de Camocim - CE;2302602;CE;63408;0,292771879;A;0,926945093;B;0,805150374;A;B
Prefeitura Municipal de Camocim de São Félix - PE;2603504;PE;18627;0,02755568;A;1,40926042;C;1,997148216;C;C
Prefeitura Municipal de Campanário - MG;3110806;MG;3711;0,079546103;A;1,006318693;C;7,048331242;C;C
Prefeitura Municipal de Campanha - MG;3110905;MG;16565;0,005131778;A;0,898448536;A;0,102426499;A;A
Prefeitura Municipal de Campestre - AL;2701357;AL;6918;0,908016062;B;;n.d.;;n.d.;n.d.
Prefeitura Municipal de Campestre - MG;3111002;MG;21056;0,098614121;A;0,920306253;B;0,640627459;A;B
Prefeitura Municipal de Campestre da Serra - RS;4303673;RS;3380;0,036790215;A;0,942267517;B;0,369744601;A;B
Prefeitura Municipal de Campestre de Goiás - GO;5204607;GO;3610;;n.d.;;n.d.;0,293072538;A;n.d.
Prefeitura Municipal de Campestre do Maranhão - MA;2102556;MA;14294;;n.d.;0,956640678;C;0,244189696;A;n.d.
Prefeitura Municipal de Campina da Lagoa - PR;4103909;PR;14366;0,272610757;A;0,765405673;A;0,610193077;A;A
Prefeitura Municipal de Campina das Missões - RS;4303707;RS;5553;0,012259884;A;0,919245475;B;0,187340271;A;B
Prefeitura Municipal de Campina do Monte Alegre - SP;3509452;SP;5991;0,037235874;A;0,938809809;B;2,397278148;C;C
Prefeitura Municipal de Campina do Simão - PR;4103958;PR;3917;0,061350587;A;0,774975476;A;0;n.d.;n.d.
Prefeitura Municipal de Campina Grande - PB;2504009;PB;407472;0,60638892;B;0,940309903;B;-0,799300063;C;C
Prefeitura Municipal de Campina Grande do Sul - PR;4104006;PR;42880;0,10447407;A;0,809386762;A;0,001875171;A;A
Prefeitura Municipal de Campina Verde - MG;3111101;MG;19738;0,111022855;A;0,842229283;A;;n.d.;n.d.
Prefeitura Municipal de Campinaçu - GO;5204656;GO;3649;0,108013824;A;0,810293905;A;10,13213855;C;C
Prefeitura Municipal de Campinápolis - MT;5102603;MT;15830;0,021714189;A;0,836665314;A;0,584766666;A;A
Prefeitura Municipal de Campinas - SP;3509502;SP;1194094;0,384329172;A;0,960997575;C;2,021134036;C;C
Prefeitura Municipal de Campinas do Piauí - PI;2202109;PI;5603;;n.d.;;n.d.;1,701583452;C;n.d.
Prefeitura Municipal de Campinas do Sul - RS;4303806;RS;5471;0,002031553;A;0,936005619;B;0,733572258;A;B
Prefeitura Municipal de Campinorte - GO;5204706;GO;12486;0,179598836;A;0,850655605;A;0,694197436;A;A
Prefeitura Municipal de Campo Alegre - AL;2701407;AL;;;n.d.;;n.d.;;n.d.;n.d.
Prefeitura Municipal de Campo Alegre - SC;4203303;SC;11974;0,017474278;A;0,822859244;A;-0,016901134;C;C
Prefeitura Municipal de Campo Alegre de Goiás - GO;5204805;GO;7437;0,009694678;A;0,81827804;A;0,051996011;A;A
Prefeitura Municipal de Campo Alegre de Lourdes - BA;2905909;BA;28844;0,15264449;A;0,967324964;C;0,050762579;A;C
Prefeitura Municipal de Campo Alegre do Fidalgo - PI;2202117;PI;5019;0,055016431;A;1,027544638;C;11,72877337;C;C
Prefeitura Municipal de Campo Azul - MG;3111150;MG;3810;0,03241392;A;1,043293706;C;2,949879782;C;C
Prefeitura Municipal de Campo Belo - MG;3111200;MG;53866;0,039081937;A;0,902971146;B;0,569029327;A;B
Prefeitura Municipal de Campo Belo do Sul - SC;4203402;SC;7081;0,002417196;A;0,949943578;B;0,134639716;A;B
Prefeitura Municipal de Campo Bom - RS;4303905;RS;66156;0,16127201;A;0,820109452;A;0,122787991;A;A
Prefeitura Municipal de Campo Bonito - PR;4104055;PR;3905;0,018289336;A;0,616503573;A;0,025404538;A;A
Prefeitura Municipal de Campo do Brito - SE;2801009;SE;17997;0,481490258;A;0,938657733;B;1,48767729;C;C
Prefeitura Municipal de Campo do Meio - MG;3111309;MG;11658;0,043132378;A;0,956454713;C;1,413226999;C;C
Prefeitura Municipal de Campo do Tenente - PR;4104105;PR;7894;0,112529698;A;0,938638874;B;-6,62133738;C;C
Prefeitura Municipal de Campo Erê - SC;4203501;SC;8636;;n.d.;0,926423241;B;0,17878857;A;n.d.
Prefeitura Municipal de Campo Florido - MG;3111408;MG;8029;0,056020021;A;0,958904633;C;1,42240461;C;C
Prefeitura Municipal de Campo Formoso - BA;2906006;BA;70912;0,471758172;A;0,886253838;A;1,544367704;C;C
Prefeitura Municipal de Campo Grande - AL;2701506;AL;;;n.d.;0,996164201;C;;n.d.;n.d.
Prefeitura Municipal de Campo Grande - MS;5002704;MS;885711;0,166002805;A;0,992551329;C;0,365156613;A;C
Prefeitura Municipal de Campo Grande do Piauí - PI;2202133;PI;5919;0,04840937;A;1,061060846;C;1,07730283;C;C
Prefeitura Municipal de Campo Largo - PR;4104204;PR;130091;0,138844204;A;0,855069937;A;0,04198516;A;A
Prefeitura Municipal de Campo Largo do Piauí - PI;2202174;PI;7245;0,121917702;A;1,01075999;C;0,944744486;A;C
Prefeitura Municipal de Campo Limpo de Goiás - GO;5204854;GO;7636;0,020044897;A;0,955416499;C;0,298497154;A;C
Prefeitura Municipal de Campo Limpo Paulista - SP;3509601;SP;83735;0,218897789;A;0,936117653;B;0,71359414;A;B
Prefeitura Municipal de Campo Magro - PR;4104253;PR;28885;0,176500868;A;1,047904936;C;0,771840539;A;C
Prefeitura Municipal de Campo Maior - PI;2202208;PI;46770;0,441737953;A;0,979673775;C;4,604960595;C;C
Prefeitura Municipal de Campo Mourão - PR;4104303;PR;94212;0,101141905;A;0,899672956;A;0,440742115;A;A
Prefeitura Municipal de Campo Novo - RS;4304002;RS;4596;0,005595824;A;0,928540135;B;0,058522556;A;B
Prefeitura Municipal de Campo Novo de Rondônia - RO;1100700;RO;14009;0,506270064;A;0,788332423;A;2,554494217;C;C
Prefeitura Municipal de Campo Novo do Parecis - MT;5102637;MT;34558;0,065847211;A;0,754585621;A;0,080434013;A;A
Prefeitura Municipal de Campo Redondo - RN;2402105;RN;11142;0,489493875;A;0,93918706;B;;n.d.;n.d.
Prefeitura Municipal de Campo Verde - MT;5102678;MT;42871;0,03804321;A;0,904010638;B;0,026509058;A;B
Prefeitura Municipal de Campos Altos - MG;3111507;MG;15356;0,129554262;A;0,857029952;A;2,330028118;C;C
Prefeitura Municipal de Campos Belos - GO;5204904;GO;19764;0,176356183;A;0,9548559;C;0,787567193;A;C
Prefeitura Municipal de Campos Borges - RS;4304101;RS;3345;0,044042602;A;0,793201088;A;;n.d.;n.d.
Prefeitura Municipal de Campos de Júlio - MT;5102686;MT;6710;;n.d.;0,865079019;A;0,009209849;A;n.d.
Prefeitura Municipal de Campos do Jordão - SP;3509700;SP;51763;0,799432128;B;0,923574984;B;0,056150129;A;B
Prefeitura Municipal de Campos dos Goytacazes - RJ;3301009;RJ;503424;0,666286896;B;;n.d.;8,67742996;C;n.d.
Prefeitura Municipal de Campos Gerais - MG;3111606;MG;28703;0,250765457;A;0,991623947;C;2,954021252;C;C
Prefeitura Municipal de Campos Lindos - TO;1703842;TO;9917;0,005800961;A;0,989321949;C;0,912579031;A;C
Prefeitura Municipal de Campos Novos - SC;4203600;SC;35930;0,030616588;A;0,941265051;B;0,78304059;A;B
Prefeitura Municipal de Campos Novos Paulista - SP;3509809;SP;4932;0,111095728;A;0,943754783;B;0,175757933;A;B
Prefeitura Municipal de Campos Sales - CE;2302701;CE;27409;0,958280738;B;1,024093364;C;;n.d.;n.d.
Prefeitura Municipal de Campos Verdes - GO;5204953;GO;2459;1,764688282;C;0,917808907;B;0,149680399;A;B
Prefeitura Municipal de Camutanga - PE;2603603;PE;8530;0,070594859;A;0,946491202;B;;n.d.;n.d.
Prefeitura Municipal de Cana Verde - MG;3111903;MG;5612;0,181050519;A;0,960066243;C;0,621770124;A;C
Prefeitura Municipal de Canaã - MG;3111705;MG;4579;0,038957884;A;0,959059376;C;0,88363111;A;C
Prefeitura Municipal de Canaã dos Carajás - PA;1502152;PA;36050;0,086053682;A;0,753738146;A;0,084616117;A;A
Prefeitura Municipal de Canabrava do Norte - MT;5102694;MT;4761;0,156082394;A;0,928922436;B;0,267199571;A;B
Prefeitura Municipal de Cananéia - SP;3509908;SP;12539;0,269814492;A;0,983887334;C;0,98570029;A;C
Prefeitura Municipal de Canapi - AL;2701605;AL;17726;0,130813827;A;0,983372252;C;0,515636569;A;C
Prefeitura Municipal de Canápolis - BA;2906105;BA;9719;0,688431736;B;0,893064652;A;14,42772311;C;C
Prefeitura Municipal de Canápolis - MG;3111804;MG;12025;0,381051513;A;0,960263158;C;5,499079477;C;C
Prefeitura Municipal de Canarana - BA;2906204;BA;26020;0,634866134;B;0,903721084;B;-1,826153055;C;C
Prefeitura Municipal de Canarana - MT;5102702;MT;21311;0,070689208;A;0,952435798;C;;n.d.;n.d.
Prefeitura Municipal de Canas - SP;3509957;SP;5071;0,064623934;A;0,958348562;C;;n.d.;n.d.
Prefeitura Municipal de Canavieira - PI;2202251;PI;3957;;n.d.;0,973180787;C;0,226013017;A;n.d.
Prefeitura Municipal de Canavieiras - BA;2906303;BA;31301;0,870207118;B;0,956818705;C;12,20746509;C;C
Prefeitura Municipal de Candeal - BA;2906402;BA;8338;1,078673993;B;0,928751579;B;;n.d.;n.d.
Prefeitura Municipal de Candeias - BA;2906501;BA;86677;1,401298067;B;0,813153923;A;0,151945771;A;B
Prefeitura Municipal de Candeias - MG;3112000;MG;14883;0,066583012;A;1,055718794;C;12,22899273;C;C
Prefeitura Municipal de Candeias do Jamari - RO;1100809;RO;25983;0,234280922;A;0,94070497;B;0,912579276;A;B
Prefeitura Municipal de Candelária - RS;4304200;RS;31306;0,220033293;A;0,86413023;A;0,461250149;A;A
Prefeitura Municipal de Candiba - BA;2906600;BA;14268;0,414960877;A;0,99915793;C;;n.d.;n.d.
Prefeitura Municipal de Cândido de Abreu - PR;4104402;PR;15233;0,160884825;A;0,887088903;A;2,101709943;C;C
Prefeitura Municipal de Cândido Godói - RS;4304309;RS;6246;;n.d.;0,872188861;A;0,042113377;A;n.d.
Prefeitura Municipal de Cândido Mendes - MA;2102606;MA;20076;0,000606177;A;2,647373418;C;;n.d.;n.d.
Prefeitura Municipal de Cândido Mota - SP;3510005;SP;31212;0,002179118;A;0,846544176;A;-0,046636632;C;C
Prefeitura Municipal de Cândido Rodrigues - SP;3510104;SP;2787;0,057512979;A;0,91345582;B;0,255938046;A;B
Prefeitura Municipal de Cândido Sales - BA;2906709;BA;25332;;n.d.;1,309658176;C;;n.d.;n.d.
Prefeitura Municipal de Candiota - RS;4304358;RS;9519;0,107190438;A;0,823069509;A;0,036770626;A;A
Prefeitura Municipal de Candói - PR;4104428;PR;15903;;n.d.;-8,90184E+15;A;0,050706007;A;n.d.
Prefeitura Municipal de Canela - RS;4304408;RS;44489;0,193135276;A;0,958897493;C;0,83233808;A;C
Prefeitura Municipal de Canelinha - SC;4203709;SC;12080;0,052254209;A;0,956713392;C;0,220525945;A;C
Prefeitura Municipal de Canguaretama - RN;2402204;RN;33999;0,658987556;B;0,974115198;C;0,355599606;A;C
Prefeitura Municipal de Canguçu - RS;4304507;RS;55871;0,061438134;A;0,820245558;A;0,526355486;A;A
Prefeitura Municipal de Canhoba - SE;2801108;SE;4011;0,263371333;A;0,974774834;C;2,371108376;C;C
Prefeitura Municipal de Canhotinho - PE;2603702;PE;24835;0,094358119;A;0,912871361;B;3,832168224;C;C
Prefeitura Municipal de Canindé - CE;2302800;CE;78049;0,554643416;A;1,002844492;C;3,523767484;C;C
Prefeitura Municipal de Canindé de São Francisco - SE;2801207;SE;29430;1,314760621;B;1,070107372;C;2,444628753;C;C
Prefeitura Municipal de Canitar - SP;3510153;SP;5139;0,063797781;A;0,957076502;C;0,989475282;A;C
Prefeitura Municipal de Canoas - RS;4304606;RS;344957;0,253143502;A;0,931863151;B;1,264982218;C;C
Prefeitura Municipal de Canoinhas - SC;4203808;SC;54319;0,081273058;A;0,888570508;A;0,05824033;A;A
Prefeitura Municipal de Cansanção - BA;2906808;BA;34784;0,704585712;B;0,979722883;C;2,870604013;C;C
Prefeitura Municipal de Cantá - RR;1400175;RR;17868;1,018614036;B;0,831817959;A;-0,086321188;C;C
Prefeitura Municipal de Cantagalo - MG;3112059;MG;4498;0,448585582;A;1,099801651;C;;n.d.;n.d.
Prefeitura Municipal de Cantagalo - PR;4104451;PR;13306;0,197040168;A;0,891085046;A;24,33888725;C;C
Prefeitura Municipal de Cantagalo - RJ;3301108;RJ;20177;;n.d.;0,929902031;B;0,498841168;A;n.d.
Prefeitura Municipal de Cantanhede - MA;2102705;MA;21872;0,000258333;A;1,293632256;C;;n.d.;n.d.
Prefeitura Municipal de Canto do Buriti - PI;2202307;PI;21112;0,022765137;A;0,986452;C;3,466411213;C;C
Prefeitura Municipal de Canudos - BA;2906824;BA;16752;0,348071712;A;0,978308621;C;25,17650046;C;C
Prefeitura Municipal de Canudos do Vale - RS;4304614;RS;1729;;n.d.;0,815176754;A;0,014125058;A;n.d.
Prefeitura Municipal de Canutama - AM;1300904;AM;15450;0,026123715;A;0,954004638;C;1,563289421;C;C
Prefeitura Municipal de Capanema - PA;1502202;PA;68616;0,272022878;A;0,989369146;C;1,934945235;C;C
Prefeitura Municipal de Capanema - PR;4104501;PR;19099;0,02230973;A;0,926815893;B;0,439676319;A;B
Prefeitura Municipal de Capão Alto - SC;4203253;SC;2556;;n.d.;;n.d.;0,058031342;A;n.d.
Prefeitura Municipal de Capão Bonito - SP;3510203;SP;47159;0,194167183;A;0,916277212;B;0,511111451;A;B
Prefeitura Municipal de Capão Bonito do Sul - RS;4304622;RS;1668;;n.d.;0,909930282;B;-0,000416683;C;n.d.
Prefeitura Municipal de Capão da Canoa - RS;4304630;RS;52004;0,01540853;A;0,890339414;A;0,008860098;A;A
Prefeitura Municipal de Capão do Cipó - RS;4304655;RS;3602;0,008970525;A;0,944843673;B;0,73285248;A;B
Prefeitura Municipal de Capão do Leão - RS;4304663;RS;25297;0,203016119;A;0,975810046;C;0,12010771;A;C
Prefeitura Municipal de Caparaó - MG;3112109;MG;5424;0,956160939;B;0,954595216;C;-1,063534482;C;C
Prefeitura Municipal de Capela - AL;2701704;AL;17124;0,28454672;A;0,978736933;C;0,297153408;A;C
Prefeitura Municipal de Capela - SE;2801306;SE;33904;;n.d.;0,973441107;C;-1,102943664;C;n.d.
Prefeitura Municipal de Capela de Santana - RS;4304689;RS;11810;0,089843381;A;0,855766109;A;33,1681454;C;C
Prefeitura Municipal de Capela do Alto - SP;3510302;SP;20419;0,099253138;A;0,913269764;B;0,063222776;A;B
Prefeitura Municipal de Capela do Alto Alegre - BA;2906857;BA;11660;0,769242535;B;1,005659862;C;2,879672526;C;C
Prefeitura Municipal de Capela Nova - MG;3112208;MG;4673;0,038652119;A;0,959181732;C;28,40573312;C;C
Prefeitura Municipal de Capelinha - MG;3112307;MG;37856;0,192503053;A;0,968439562;C;0,639103936;A;C
Prefeitura Municipal de Capetinga - MG;3112406;MG;6952;0,041967545;A;0,975694692;C;;n.d.;n.d.
Prefeitura Municipal de Capim - PB;2504033;PB;6424;0,165772491;A;0,917752902;B;-0,149213963;C;C
Prefeitura Municipal de Capim Branco - MG;3112505;MG;9679;0,478705202;A;0,854798548;A;-0,113336169;C;C
Prefeitura Municipal de Capim Grosso - BA;2906873;BA;30451;0,803452969;B;0,956888504;C;5,827573229;C;C
Prefeitura Municipal de Capinópolis - MG;3112604;MG;16109;0,236396591;A;0,93738176;B;0,378004819;A;B
Prefeitura Municipal de Capinzal - SC;4203907;SC;22658;0,013719401;A;0,911214361;B;0,132295532;A;B
Prefeitura Municipal de Capinzal do Norte - MA;2102754;MA;10932;0,519331689;A;1,460337662;C;-1,356969603;C;C
Prefeitura Municipal de Capistrano - CE;2302909;CE;17793;0,629911119;B;0,997299722;C;;n.d.;n.d.
Prefeitura Municipal de Capitão - RS;4304697;RS;2750;;n.d.;0,92533548;B;0,044927992;A;n.d.
Prefeitura Municipal de Capitão Andrade - MG;3112653;MG;5420;0,023887852;A;0,968077443;C;;n.d.;n.d.
Prefeitura Municipal de Capitão de Campos - PI;2202406;PI;11388;;n.d.;0,976618597;C;1,548561554;C;n.d.
Prefeitura Municipal de Capitão Enéas - MG;3112703;MG;15153;0,270707882;A;0,901295525;B;3,901178072;C;C
Prefeitura Municipal de Capitão Gervásio Oliveira - PI;2202455;PI;4086;0,471304405;A;0,978552803;C;0,650770939;A;C
Prefeitura Municipal de Capitão Leônidas Marques - PR;4104600;PR;15724;0,02487025;A;0,96855862;C;0,247938894;A;C
Prefeitura Municipal de Capitão Poço - PA;1502301;PA;54179;;n.d.;1,035996287;C;;n.d.;n.d.
Prefeitura Municipal de Capitólio - MG;3112802;MG;8601;0,044624947;A;0,941953866;B;0,04648556;A;B
Prefeitura Municipal de Capivari - SP;3510401;SP;55141;0,34257122;A;0,879896332;A;3,268895422;C;C
Prefeitura Municipal de Capivari de Baixo - SC;4203956;SC;24559;0,083564289;A;;n.d.;0,128478236;A;n.d.
Prefeitura Municipal de Capivari do Sul - RS;4304671;RS;4589;0,080375114;A;1,22104E+15;C;0,053486425;A;C
Prefeitura Municipal de Capixaba - AC;1200179;AC;11456;;n.d.;0,930057834;B;;n.d.;n.d.
